index,section,text,is_burden,part
151,AODA Order of Tribunal,"Section Amendments with date in force (d/m/y) 2016, c. 5, Sched.",0,APPEALS TO TRIBUNAL
152,AODA Order of Tribunal,"1, s. 5 - 19/04/2016",0,APPEALS TO TRIBUNAL
153,AODA Mediation,"The Tribunal may attempt to effect a settlement of all or part of the matters that are the subject of an appeal by mediation if, the parties consent to the mediation; and the Tribunal considers that it is in the public interest to do so.   ",0,APPEALS TO TRIBUNAL
154,AODA Mediation,Part vii   municipal accessibility advisory committees,0,APPEALS TO TRIBUNAL
155,AODA Accessibility advisory committees,"The council of every municipality having a population of not less than 10,000 shall establish an accessibility advisory committee or continue any such committee that was established before the day this section comes into force.",1,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
156,AODA Small municipalities,"The council of every municipality having a population of less than 10,000 may establish an accessibility advisory committee or continue any such committee that was established before the day this section comes into force.",0,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
157,AODA Members,A majority of the members of the Council shall be persons with disabilities.,0,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
158,AODA Duties of committee,"The committee shall, advise the council about the requirements and implementation of accessibility standards and the preparation of accessibility reports and such other matters for which the council may seek its advice under subsection ; review in a timely manner the site plans and drawings described in section 41 of the Planning Act that the committee selects; and perform all other functions that are specified in the regulations.",1,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
159,AODA Duty of council,"The council shall seek advice from the committee on the accessibility for persons with disabilities to a building, structure or premises, or part of a building, structure or premises, that the council purchases, constructs or significantly renovates; for which the council enters into a new lease; or that a person provides as municipal capital facilities under an agreement entered into with the council in accordance with section 110 of the Municipal Act, 2001 or section 252 of the City of Toronto Act, 20 2005, c. 11, s. 29 ;",1,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
160,AODA Supplying site plans,"When the committee selects site plans and drawings described in section 41 of the Planning Act
to review, the council shall supply them to the committee in a timely manner for the purpose of the review.",1,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
161,AODA Joint committees,"Two or more municipalities may, instead of each establishing their own accessibility advisory committee, establish a joint accessibility advisory committee.",0,MUNICIPAL ACCESSIBILITY ADVISORY COMMITTEES
162,AODA Directors,The Deputy Minister shall appoint one or more directors for the purposes of this Act and the regulations.,1,ADMINISTRATION
163,AODA Responsibility,A director is responsible for the application of all or any part of this Act and of the regulations with respect to any class of persons or organizations specified in the director’s appointment.,0,ADMINISTRATION
164,AODA Delegation,"A director may, in writing, authorize any person to exercise any power or perform any duty of the director, subject to such conditions and restrictions as may be set out in the authorization.",0,ADMINISTRATION
165,AODA No liability,No action or other proceeding for damages shall be instituted against a director or a person authorized to exercise a power of a director under subsection  for any act done in good faith in the execution or intended execution of the person’s power or duty or for any alleged neglect or default in the execution in good faith of the person’s power or duty.,0,ADMINISTRATION
166,AODA Accessibility Standards Advisory Council,The Minister shall establish a council to be known in English as the Accessibility Standards Advisory Council and in French as Conseil consultatif des normes d’accessibilité.,1,ADMINISTRATION
167,AODA Remuneration and expenses,The Minister may pay the members of the Council the remuneration and the reimbursement for expenses that the Lieutenant Governor in Council determines.,0,ADMINISTRATION
168,AODA Duties,"At the direction of the Minister, the Council shall advise the Minister on, the process for the development of accessibility standards and the progress made by standards development committees in the development of proposed accessibility standards and in achieving the purposes of this Act; accessibility reports prepared under this Act; programs of public information related to this Act; and all other matters related to the subject-matter of this Act that the Minister directs.",1,ADMINISTRATION
